,2330.TW,TWD,TAIEX,SOX,TAIBOR,DIJA
2012/5/29,82.30,29.61,7342.29,379.66,0.67,12580.69
2012/5/30,81.70,29.79,7261.80,372.20,0.67,12419.86
2012/5/31,85.10,29.85,7301.50,368.37,0.67,12393.45
2012/6/1,79.90,29.96,7106.09,353.17,0.67,12118.57
2012/6/4,76.50,30.02,6894.66,352.69,0.67,12101.46
2012/6/5,78.20,29.93,7000.45,360.50,0.67,12127.95
2012/6/6,77.80,29.81,7056.15,372.57,0.67,12414.79
2012/6/7,79.80,29.80,7080.31,367.47,0.67,12460.96
2012/6/8,77.90,29.96,6999.65,372.73,0.67,12554.20
2012/6/11,80.40,29.94,7120.23,365.69,0.67,12411.23
2012/6/12,79.40,29.92,7072.08,373.74,0.67,12573.80
2012/6/13,80.00,29.93,7088.83,369.79,0.67,12496.38
2012/6/14,79.20,29.93,7075.10,369.15,0.67,12651.91
2012/6/15,78.10,29.88,7155.83,375.15,0.67,12767.17
2012/6/18,80.80,29.91,7281.50,380.55,0.67,12741.82
2012/6/19,80.50,29.84,7273.13,384.94,0.67,12837.33
2012/6/20,81.60,29.85,7334.63,388.59,0.67,12824.39
2012/6/21,80.60,29.87,7279.05,372.71,0.67,12573.57
2012/6/22,80.10,29.94,7222.05,378.65,0.67,12640.78
2012/6/25,79.60,29.96,7166.38,365.55,0.67,12502.66
2012/6/26,78.70,29.95,7137.93,366.87,0.67,12534.67
2012/6/27,79.30,29.88,7183.01,371.71,0.67,12627.01
2012/6/28,79.90,29.92,7169.61,369.38,0.67,12602.26
2012/6/29,81.30,29.78,7296.28,385.46,0.67,12880.09
2012/7/2,83.30,29.88,7345.16,384.79,0.67,12871.39
2012/7/3,84.20,29.81,7418.36,390.30,0.67,12943.82
2012/7/4,81.20,29.81,7422.59,385.68,0.67,12896.67
2012/7/5,81.00,29.85,7387.78,385.68,0.67,12896.67
2012/7/6,80.90,29.91,7368.59,376.04,0.67,12772.47
2012/7/9,80.00,29.95,7309.96,371.47,0.67,12736.29
2012/7/10,79.10,29.92,7251.35,363.01,0.67,12653.12
2012/7/11,78.10,29.94,7257.91,359.67,0.67,12604.53
2012/7/12,75.70,30.01,7130.93,353.69,0.67,12573.27
2012/7/13,75.80,29.92,7104.27,357.01,0.67,12777.09
2012/7/16,75.50,29.95,7090.04,353.15,0.66,12727.21
2012/7/17,74.80,29.94,7127.00,351.45,0.65,12805.54
2012/7/18,74.80,29.95,7049.05,363.91,0.65,12908.70
2012/7/19,77.50,29.97,7148.57,371.34,0.65,12943.36
2012/7/20,76.70,29.96,7164.68,365.01,0.64,12822.57
2012/7/23,74.30,30.10,7028.73,361.66,0.64,12721.46
2012/7/24,74.80,30.12,7008.35,360.23,0.64,12617.32
2012/7/25,74.60,30.12,6979.13,367.13,0.64,12676.05
2012/7/26,76.30,30.10,6970.69,375.54,0.64,12887.93
2012/7/27,79.30,30.02,7124.49,384.23,0.64,13075.66
2012/7/30,79.00,30.00,7158.88,380.61,0.64,13073.01
2012/7/31,81.00,29.94,7270.49,383.72,0.64,13008.68
2012/8/1,80.00,29.98,7267.96,383.83,0.64,12971.06
2012/8/3,79.80,29.97,7217.51,390.10,0.64,13096.17
2012/8/6,80.90,29.93,7286.33,392.08,0.64,13117.51
2012/8/7,81.40,29.91,7295.46,400.06,0.64,13168.60
2012/8/8,80.50,29.96,7319.80,401.15,0.64,13175.64
2012/8/9,82.30,29.92,7433.70,403.98,0.64,13165.19
2012/8/10,82.00,29.95,7441.12,405.96,0.64,13207.95
2012/8/13,82.70,29.97,7436.30,402.41,0.64,13169.43
2012/8/14,83.20,29.96,7479.25,399.12,0.64,13172.14
2012/8/15,83.00,29.97,7467.74,401.48,0.64,13164.78
2012/8/16,82.90,29.98,7490.21,408.26,0.64,13250.11
2012/8/17,82.00,29.99,7467.92,405.14,0.63,13275.20
2012/8/20,82.40,29.97,7431.91,402.29,0.63,13271.64
2012/8/21,83.60,29.93,7506.81,402.30,0.63,13203.58
2012/8/22,82.40,29.93,7496.58,399.17,0.63,13172.76
2012/8/23,82.70,29.96,7505.17,396.66,0.63,13057.46
2012/8/24,82.00,29.94,7477.53,398.95,0.63,13157.97
2012/8/27,83.00,29.95,7468.22,397.48,0.63,13124.67
2012/8/28,82.40,29.91,7361.94,397.04,0.63,13102.99
2012/8/29,82.70,29.93,7391.15,397.42,0.63,13107.48
2012/8/30,82.70,29.93,7371.44,390.70,0.63,13000.71
2012/8/31,83.30,29.87,7397.06,396.18,0.63,13090.84
2012/9/3,83.90,29.86,7450.53,392.82,0.63,13035.94
2012/9/4,84.00,29.82,7451.35,392.82,0.63,13035.94
2012/9/5,82.00,29.84,7367.44,390.27,0.63,13047.48
2012/9/6,81.10,29.76,7326.72,404.54,0.63,13292.00
2012/9/7,83.80,29.68,7424.91,401.23,0.63,13306.64
2012/9/10,83.50,29.64,7482.74,394.26,0.63,13254.29
2012/9/11,84.40,29.58,7485.13,396.74,0.63,13323.36
2012/9/12,84.50,29.58,7570.45,397.95,0.63,13333.35
2012/9/13,85.00,29.55,7578.80,401.79,0.63,13539.86
2012/9/14,86.50,29.35,7738.05,406.58,0.63,13593.37
2012/9/17,86.50,29.29,7762.22,402.48,0.63,13553.10
2012/9/18,85.70,29.35,7734.26,400.78,0.62,13564.64
2012/9/19,86.00,29.32,7781.91,398.53,0.62,13577.96
2012/9/20,85.30,29.33,7727.55,394.63,0.62,13596.93
2012/9/21,85.70,29.29,7754.59,395.16,0.62,13579.47
2012/9/24,86.10,29.36,7768.30,389.00,0.62,13558.92
2012/9/25,85.90,29.33,7734.13,379.38,0.62,13457.55
2012/9/26,86.40,29.39,7669.63,376.97,0.62,13413.51
2012/9/27,87.60,29.32,7683.80,385.46,0.62,13485.97
2012/9/28,89.80,29.29,7715.16,382.27,0.62,13437.13
2012/10/1,88.90,29.30,7675.72,381.12,0.62,13515.11
2012/10/2,89.60,29.28,7718.68,382.96,0.62,13482.36
2012/10/3,89.80,29.30,7684.63,381.17,0.62,13494.61
2012/10/4,90.60,29.28,7682.34,383.65,0.62,13575.36
2012/10/5,91.00,29.24,7690.65,383.28,0.62,13610.15
2012/10/8,89.10,29.25,7615.89,379.13,0.62,13583.65
2012/10/9,87.10,29.30,7592.01,373.11,0.62,13473.53
2012/10/11,85.50,29.26,7451.72,368.66,0.62,13326.39
2012/10/12,86.30,29.22,7437.04,366.71,0.62,13328.85
2012/10/15,86.40,29.20,7418.90,372.14,0.62,13424.23
2012/10/16,87.50,29.14,7471.02,380.26,0.62,13551.78
2012/10/17,87.40,29.14,7464.40,379.41,0.62,13557.00
2012/10/18,88.10,29.21,7465.41,376.28,0.62,13548.94
2012/10/19,86.70,29.22,7408.76,364.92,0.62,13343.51
2012/10/22,86.00,29.26,7373.04,365.51,0.62,13345.89
2012/10/23,85.70,29.31,7337.48,366.05,0.61,13102.53
2012/10/24,85.40,29.28,7314.88,360.52,0.61,13077.34
2012/10/25,84.80,29.24,7262.08,365.48,0.61,13103.68
2012/10/26,87.30,29.24,7134.06,367.28,0.60,13107.21
2012/10/29,88.10,29.26,7091.67,367.03,0.60,13096.46
2012/10/30,88.00,29.22,7182.59,367.03,0.60,13096.46
2012/10/31,88.70,29.20,7166.05,367.03,0.60,13096.46
2012/11/1,89.20,29.21,7179.64,379.50,0.60,13232.62
2012/11/2,89.90,29.21,7210.47,372.31,0.60,13093.16
2012/11/5,90.30,29.23,7185.36,378.38,0.60,13112.44
2012/11/6,90.40,29.23,7236.68,383.62,0.60,13245.68
2012/11/7,91.00,29.13,7287.18,373.27,0.60,12932.73
2012/11/8,90.50,29.10,7242.63,368.80,0.60,12811.32
2012/11/9,90.80,29.01,7293.22,369.70,0.59,12815.39
2012/11/12,91.30,28.98,7267.75,370.02,0.59,12815.08
2012/11/13,90.30,28.98,7136.05,366.46,0.59,12756.18
2012/11/14,90.50,28.99,7159.75,360.94,0.59,12570.95
2012/11/15,90.20,29.05,7143.84,356.14,0.59,12542.38
2012/11/16,90.20,29.16,7130.07,356.00,0.59,12588.31
2012/11/19,90.00,29.15,7129.04,363.14,0.59,12795.96
2012/11/20,90.40,29.10,7145.77,361.81,0.59,12788.51
2012/11/21,90.50,29.09,7088.49,362.51,0.59,12836.89
2012/11/22,91.30,29.14,7105.76,369.16,0.59,13009.68
2012/11/23,95.50,29.12,7326.01,369.16,0.59,13009.68
2012/11/26,95.30,29.06,7407.37,370.63,0.58,12967.37
2012/11/27,96.30,29.09,7430.20,369.81,0.58,12878.13
2012/11/28,95.90,29.12,7434.93,373.83,0.58,12985.11
2012/11/29,96.50,29.05,7503.55,374.83,0.58,13021.82
2012/11/30,98.70,29.05,7580.17,374.35,0.58,13025.58
2012/12/3,97.90,29.08,7599.91,372.54,0.58,12965.60
2012/12/4,96.60,29.07,7600.98,375.03,0.58,12951.78
2012/12/5,96.90,29.08,7649.05,374.46,0.58,13034.49
2012/12/6,96.60,29.08,7623.26,378.63,0.58,13074.04
2012/12/7,98.10,29.05,7642.26,379.46,0.58,13155.13
2012/12/10,96.50,29.10,7609.50,381.83,0.58,13169.88
2012/12/11,98.30,29.04,7613.69,389.00,0.58,13248.44
2012/12/12,98.40,29.03,7690.19,387.74,0.58,13245.45
2012/12/13,99.20,29.08,7757.09,383.67,0.58,13170.72
2012/12/14,98.40,29.05,7698.77,381.03,0.58,13135.01
2012/12/17,97.00,29.02,7631.28,382.62,0.57,13235.39
2012/12/18,96.70,29.01,7643.74,388.73,0.57,13350.96
2012/12/19,97.30,29.04,7677.47,389.47,0.57,13251.97
2012/12/20,96.00,29.05,7595.46,389.49,0.57,13311.72
2012/12/21,94.80,29.05,7519.93,385.59,0.57,13190.84
2012/12/22,95.70,29.05,7540.14,384.14,0.57,13139.08
2012/12/24,95.20,29.05,7535.52,384.14,0.57,13139.08
2012/12/25,96.50,29.04,7636.57,381.01,0.57,13114.59
2012/12/26,96.00,29.04,7634.19,381.01,0.57,13114.59
2012/12/27,95.60,29.03,7648.41,379.55,0.57,13096.31
2012/12/28,97.00,29.02,7699.50,376.87,0.58,12938.11
2013/1/2,99.60,29.00,7779.22,399.73,0.57,13412.55
2013/1/3,101.00,28.98,7836.84,397.54,0.57,13391.36
2013/1/4,101.50,29.01,7805.99,397.68,0.57,13435.21
2013/1/7,100.50,29.00,7755.09,395.78,0.57,13384.29
2013/1/8,99.70,29.06,7721.66,391.36,0.57,13328.85
2013/1/9,100.00,28.99,7738.64,395.47,0.57,13390.51
2013/1/10,101.00,28.93,7811.64,400.73,0.57,13471.22
2013/1/11,101.00,28.94,7819.15,402.86,0.57,13488.43
2013/1/14,102.00,28.91,7823.97,401.89,0.57,13507.32
2013/1/15,100.50,28.94,7765.02,399.87,0.57,13534.89
2013/1/16,99.20,28.97,7700.43,404.46,0.57,13511.23
2013/1/17,99.30,28.95,7616.64,412.53,0.57,13596.02
2013/1/18,101.50,28.96,7732.87,410.64,0.57,13649.70
2013/1/21,100.50,28.95,7724.92,409.60,0.56,13712.21
2013/1/22,101.00,28.98,7759.10,409.60,0.56,13712.21
2013/1/23,101.00,28.98,7744.18,413.88,0.56,13779.33
2013/1/24,99.90,29.10,7695.99,410.24,0.56,13825.33
2013/1/25,99.00,29.30,7672.58,415.44,0.56,13895.98
2013/1/28,99.30,29.48,7714.67,416.16,0.56,13881.93
2013/1/29,101.00,29.42,7802.00,413.28,0.56,13954.42
2013/1/30,101.50,29.52,7832.98,414.10,0.56,13910.42
2013/1/31,101.50,29.53,7850.02,412.73,0.56,13860.58
2013/2/1,101.50,29.62,7855.97,420.55,0.56,14009.79
2013/2/4,103.00,29.59,7923.16,414.18,0.56,13880.08
2013/2/5,103.00,29.51,7886.94,420.69,0.56,13979.30
2013/2/6,105.00,29.59,7906.65,421.56,0.56,13986.52
2013/2/18,107.00,29.67,7943.53,433.64,0.56,14035.67
2013/2/19,107.00,29.49,7960.88,433.64,0.56,14035.67
2013/2/20,109.00,29.58,8029.10,423.95,0.56,13927.54
2013/2/21,107.00,29.70,7957.46,416.27,0.56,13880.62
2013/2/22,105.50,29.61,7947.72,424.98,0.56,14000.57
2013/2/23,107.00,29.65,7986.89,416.66,0.56,13784.17
2013/2/25,105.00,29.65,7947.68,416.66,0.56,13784.17
2013/2/26,103.50,29.66,7880.90,419.89,0.56,13900.13
2013/2/27,104.50,29.65,7897.98,426.46,0.56,14075.37
2013/3/1,105.00,29.64,7964.63,425.09,0.56,14089.66
2013/3/4,102.00,29.68,7867.34,424.01,0.56,14127.82
2013/3/5,104.00,29.65,7932.71,432.39,0.56,14253.77
2013/3/6,104.00,29.64,7950.30,432.96,0.56,14296.24
2013/3/7,103.00,29.61,7960.51,434.68,0.56,14329.49
2013/3/8,103.50,29.67,8015.14,435.26,0.56,14397.07
2013/3/11,102.00,29.70,8038.72,435.85,0.55,14447.29
2013/3/12,102.50,29.64,7994.71,437.67,0.55,14450.06
2013/3/13,104.50,29.69,7995.51,439.14,0.55,14455.28
2013/3/14,104.00,29.73,7951.76,441.53,0.55,14539.14
2013/3/15,103.00,29.71,7927.49,434.18,0.55,14514.11
2013/3/18,100.50,29.76,7811.34,428.39,0.55,14452.06
2013/3/19,100.00,29.76,7838.47,426.73,0.55,14455.82
2013/3/20,98.80,29.75,7798.03,432.01,0.55,14511.73
2013/3/21,98.70,29.79,7811.84,425.25,0.55,14421.49
2013/3/22,98.00,29.86,7796.22,430.08,0.55,14512.03
2013/3/25,99.50,29.85,7856.12,429.17,0.55,14447.75
2013/3/26,99.00,29.82,7856.36,433.07,0.55,14559.65
2013/3/27,100.50,29.86,7894.12,433.53,0.55,14526.16
2013/3/28,100.00,29.86,7866.88,436.66,0.55,14578.54
2013/3/29,100.50,29.81,7918.61,427.80,0.55,14572.85
2013/4/1,101.00,29.85,7899.24,427.80,0.55,14572.85
2013/4/2,100.50,29.87,7913.18,424.21,0.55,14662.01
2013/4/3,100.50,29.86,7942.35,415.81,0.55,14550.35
2013/4/8,98.50,30.05,7752.79,424.17,0.55,14613.48
2013/4/9,97.50,29.97,7728.54,428.14,0.55,14673.46
2013/4/10,98.30,29.96,7752.80,437.34,0.55,14802.24
2013/4/11,101.50,29.92,7857.98,435.63,0.55,14865.14
2013/4/12,100.50,29.93,7821.63,433.63,0.55,14865.06
2013/4/15,99.40,29.91,7763.53,422.67,0.55,14599.20
2013/4/16,100.50,29.82,7801.05,431.85,0.55,14756.78
2013/4/17,100.00,29.85,7809.07,417.65,0.55,14618.59
2013/4/18,99.90,29.87,7791.35,413.88,0.55,14537.14
2013/4/19,106.50,29.78,7930.80,416.97,0.55,14547.51
2013/4/22,108.50,29.80,7970.38,421.37,0.55,14567.17
2013/4/23,106.00,29.80,7942.77,430.21,0.55,14719.46
2013/4/24,106.00,29.77,8023.71,435.65,0.55,14676.30
2013/4/25,107.00,29.63,8021.75,439.98,0.54,14700.80
2013/4/26,108.50,29.53,8022.06,435.29,0.54,14712.55
2013/4/29,108.00,29.44,8029.74,440.80,0.54,14818.75
2013/4/30,109.50,29.47,8093.66,444.36,0.54,14839.80
2013/5/2,110.50,29.55,8128.51,446.89,0.54,14831.58
2013/5/3,110.00,29.50,8135.03,450.92,0.54,14973.96
2013/5/6,111.50,29.55,8169.05,453.47,0.54,14968.89
2013/5/7,112.50,29.50,8163.06,453.62,0.54,15056.20
2013/5/8,114.50,29.31,8267.09,459.47,0.54,15105.12
2013/5/9,115.00,29.47,8285.89,461.85,0.54,15082.62
2013/5/10,114.50,29.74,8280.26,465.94,0.54,15118.49
2013/5/13,114.50,29.84,8248.32,461.28,0.54,15091.68
2013/5/14,115.50,29.88,8251.82,463.33,0.54,15215.25
2013/5/15,115.00,29.94,8318.59,467.82,0.54,15275.69
2013/5/16,113.50,29.97,8390.05,464.28,0.53,15233.22
2013/5/17,113.50,29.99,8368.19,470.63,0.53,15354.40
2013/5/20,114.00,29.88,8377.05,469.12,0.53,15335.28
2013/5/21,112.50,29.84,8383.05,469.03,0.53,15387.58
2013/5/22,112.00,29.93,8398.84,461.62,0.53,15307.17
2013/5/23,108.00,29.89,8237.83,461.75,0.53,15294.50
2013/5/24,109.50,29.91,8209.78,461.50,0.53,15303.10
2013/5/27,112.00,29.86,8280.10,465.94,0.53,15409.39
2013/5/28,109.50,30.01,8263.05,465.94,0.53,15409.39
2013/5/29,111.00,29.97,8337.90,467.29,0.53,15302.80
2013/5/30,110.00,29.95,8243.29,474.43,0.53,15324.53
2013/5/31,109.50,29.94,8254.80,468.63,0.53,15115.57
2013/6/3,107.50,29.91,8201.02,470.72,0.53,15254.03
2013/6/4,109.00,29.90,8191.22,472.45,0.53,15177.54
2013/6/5,109.50,29.82,8181.91,465.29,0.53,14960.59
2013/6/6,107.50,29.68,8096.14,464.66,0.53,15040.62
2013/6/7,108.50,29.74,8095.20,471.47,0.53,15248.12
2013/6/10,108.50,29.93,8160.55,473.97,0.53,15238.59
2013/6/11,108.00,29.83,8116.15,463.43,0.53,15122.02
2013/6/13,104.50,29.83,7951.66,467.38,0.53,15176.08
2013/6/14,106.00,29.83,7937.74,465.53,0.53,15070.18
2013/6/17,106.00,29.87,7992.89,472.34,0.53,15179.85
2013/6/18,106.50,29.86,8011.02,480.06,0.53,15318.23
2013/6/19,105.50,29.84,8007.39,474.51,0.53,15112.19
2013/6/20,104.00,30.16,7898.91,459.72,0.53,14758.32
2013/6/21,103.50,30.09,7793.31,460.85,0.53,14799.40
2013/6/24,101.00,30.16,7758.03,451.55,0.53,14659.56
2013/6/25,101.00,30.03,7663.23,462.51,0.53,14760.31
2013/6/26,101.50,30.12,7784.80,464.93,0.53,14910.14
2013/6/27,104.50,30.00,7883.90,466.74,0.53,15024.49
2013/6/28,111.00,29.94,8062.21,468.43,0.53,14909.60
2013/7/1,108.00,29.95,8036.00,467.73,0.53,14974.96
2013/7/2,110.00,30.05,8015.86,468.18,0.53,14932.41
2013/7/3,107.00,30.05,7911.42,469.80,0.53,14988.55
2013/7/4,107.00,30.02,7893.72,476.12,0.53,15135.84
2013/7/5,109.00,30.12,8001.82,476.12,0.53,15135.84
2013/7/8,105.00,30.07,7886.34,466.50,0.53,15224.69
2013/7/9,106.00,30.07,7971.18,471.41,0.53,15300.34
2013/7/10,106.00,29.92,8011.69,476.70,0.53,15291.66
2013/7/11,109.50,29.79,8179.54,486.56,0.53,15460.92
2013/7/12,110.00,29.88,8220.49,489.61,0.53,15464.30
2013/7/15,109.50,29.83,8254.68,489.33,0.53,15484.26
2013/7/16,108.00,29.77,8260.11,491.06,0.53,15451.85
2013/7/17,109.00,29.78,8258.95,491.58,0.53,15470.52
2013/7/18,105.50,29.94,8194.88,487.22,0.52,15548.54
2013/7/19,98.20,29.90,8062.03,486.17,0.53,15543.74
2013/7/22,97.00,29.87,8105.45,485.15,0.52,15545.55
2013/7/23,100.00,29.90,8214.65,483.52,0.53,15567.74
2013/7/24,102.00,29.91,8196.19,474.69,0.53,15542.24
2013/7/25,102.50,29.94,8163.58,477.40,0.53,15555.61
2013/7/26,102.50,29.89,8149.40,473.12,0.53,15558.83
2013/7/29,100.00,29.90,8084.50,469.97,0.53,15521.97
2013/7/30,102.00,29.93,8163.55,475.59,0.52,15520.59
2013/7/31,102.50,29.99,8107.94,477.78,0.52,15499.54
2013/8/1,100.50,30.04,8056.22,486.60,0.52,15628.02
2013/8/2,100.50,29.98,8099.88,483.38,0.52,15658.36
2013/8/5,100.50,29.94,8138.63,482.14,0.52,15612.13
2013/8/6,98.80,29.95,8038.91,478.68,0.52,15518.74
2013/8/7,97.00,29.95,7921.29,474.12,0.52,15470.67
2013/8/8,96.40,29.88,7907.67,474.31,0.52,15498.32
2013/8/9,96.40,29.91,7856.14,471.76,0.52,15425.51
2013/8/12,96.00,29.95,7903.38,473.62,0.52,15419.68
2013/8/13,97.20,29.98,7986.27,479.07,0.52,15451.01
2013/8/14,96.80,29.96,7951.33,471.34,0.52,15337.66
2013/8/15,96.00,29.96,7887.26,460.84,0.52,15112.19
2013/8/16,96.50,29.90,7925.00,462.46,0.52,15081.47
2013/8/19,95.50,29.96,7900.21,459.29,0.52,15010.74
2013/8/20,94.40,29.90,7832.65,461.83,0.52,15002.99
2013/8/22,94.50,29.97,7814.38,463.83,0.52,14963.74
2013/8/23,97.00,29.89,7873.31,463.82,0.52,15010.51
2013/8/26,96.80,29.93,7894.97,462.92,0.52,14946.46
2013/8/27,95.60,29.99,7820.84,451.21,0.52,14776.13
2013/8/28,96.80,29.94,7824.54,456.39,0.51,14824.51
2013/8/29,98.70,29.93,7917.66,461.82,0.51,14840.95
2013/8/30,100.50,29.90,8021.89,457.70,0.51,14810.31
2013/9/2,102.00,29.73,8038.86,461.64,0.51,14833.96
2013/9/3,102.00,29.78,8088.37,461.64,0.51,14833.96
2013/9/4,100.50,29.69,8083.44,473.56,0.51,14930.87
2013/9/5,101.50,29.81,8169.10,477.04,0.51,14937.48
2013/9/6,102.00,29.72,8164.20,475.10,0.51,14922.50
2013/9/9,103.00,29.63,8192.11,481.42,0.51,15063.12
2013/9/10,104.50,29.63,8208.77,490.65,0.51,15191.06
2013/9/11,104.50,29.63,8208.99,489.04,0.51,15326.60
2013/9/12,103.50,29.62,8225.36,486.06,0.51,15300.64
2013/9/13,102.50,29.70,8168.20,488.23,0.51,15376.06
2013/9/14,102.50,29.62,8142.48,490.35,0.51,15494.78
2013/9/16,105.50,29.62,8255.34,490.35,0.51,15494.78
2013/9/17,105.50,29.62,8249.78,493.40,0.51,15529.73
2013/9/18,103.00,29.62,8209.18,497.67,0.51,15676.94
2013/9/23,105.50,29.55,8292.83,491.29,0.51,15401.38
2013/9/24,105.00,29.54,8299.12,494.73,0.51,15334.59
2013/9/25,103.00,29.55,8283.90,494.95,0.51,15273.26
2013/9/26,101.50,29.56,8184.68,494.71,0.51,15328.30
2013/9/27,103.00,29.54,8230.68,490.81,0.51,15258.24
2013/9/30,100.50,29.56,8173.87,490.83,0.51,15129.67
2013/10/1,101.50,29.50,8187.02,495.77,0.52,15191.70
2013/10/2,103.00,29.44,8216.52,495.10,0.51,15133.14
2013/10/3,105.00,29.32,8359.02,493.80,0.52,14996.48
2013/10/4,104.00,29.34,8364.55,497.72,0.51,15072.58
2013/10/7,103.00,29.34,8333.66,495.09,0.51,14936.24
2013/10/8,105.00,29.35,8375.65,486.82,0.51,14776.53
2013/10/9,105.00,29.38,8344.73,485.11,0.51,14802.98
2013/10/11,106.50,29.33,8349.37,497.38,0.51,15237.11
2013/10/14,105.00,29.35,8273.96,500.98,0.51,15301.26
2013/10/15,107.00,29.34,8367.88,496.50,0.51,15168.01
2013/10/16,106.00,29.40,8332.18,501.58,0.51,15373.83
2013/10/17,107.00,29.36,8374.68,505.09,0.51,15371.65
2013/10/18,110.00,29.36,8441.19,506.44,0.52,15399.65
2013/10/21,110.00,29.41,8419.32,508.04,0.51,15392.20
2013/10/22,111.50,29.35,8418.27,507.12,0.51,15467.66
2013/10/23,111.00,29.38,8393.62,490.11,0.51,15413.33
2013/10/24,110.00,29.37,8413.72,494.15,0.51,15509.21
2013/10/25,107.00,29.37,8346.62,496.30,0.51,15570.28
2013/10/28,109.50,29.37,8407.83,499.49,0.51,15568.93
2013/10/29,109.50,29.41,8420.98,507.04,0.51,15680.35
2013/10/30,110.00,29.38,8465.06,504.33,0.51,15618.76
2013/10/31,109.50,29.42,8450.06,507.09,0.51,15545.75
2013/11/1,109.50,29.39,8388.18,505.40,0.51,15615.55
2013/11/4,109.00,29.38,8354.14,504.68,0.51,15639.12
2013/11/5,106.50,29.38,8262.20,503.13,0.51,15618.22
2013/11/6,107.00,29.41,8281.97,504.91,0.51,15746.88
2013/11/7,107.00,29.45,8283.71,495.20,0.51,15593.98
2013/11/8,106.00,29.47,8229.59,500.98,0.51,15761.78
2013/11/11,104.50,29.50,8182.56,500.40,0.51,15783.10
2013/11/12,105.00,29.56,8195.26,503.61,0.51,15750.67
2013/11/13,103.00,29.58,8104.26,508.00,0.51,15821.63
2013/11/14,103.50,29.57,8134.91,505.39,0.51,15876.22
2013/11/15,104.00,29.55,8177.12,508.94,0.51,15961.70
2013/11/18,104.00,29.48,8191.46,504.22,0.51,15976.02
2013/11/19,105.00,29.42,8260.21,497.88,0.51,15967.03
2013/11/20,103.00,29.51,8204.46,495.63,0.51,15900.82
2013/11/21,101.00,29.55,8099.45,504.23,0.51,16009.99
2013/11/22,100.00,29.58,8116.78,504.61,0.51,16064.77
2013/11/25,101.00,29.59,8187.51,504.01,0.51,16072.54
2013/11/26,103.50,29.60,8248.02,508.32,0.51,16072.80
2013/11/27,105.00,29.64,8295.88,510.01,0.51,16097.33
2013/11/28,105.00,29.64,8362.43,510.25,0.51,16086.41
2013/11/29,105.00,29.59,8406.83,510.25,0.51,16086.41
2013/12/2,104.50,29.60,8414.61,509.40,0.51,16008.77
2013/12/3,104.00,29.55,8392.55,511.20,0.51,15914.62
2013/12/4,105.00,29.57,8418.00,508.77,0.51,15889.77
2013/12/5,104.00,29.59,8375.54,509.95,0.51,15821.51
2013/12/6,103.00,29.60,8367.72,515.63,0.51,16020.20
2013/12/9,105.00,29.58,8444.62,516.81,0.51,16025.53
2013/12/10,104.00,29.55,8443.39,515.34,0.51,15973.13
2013/12/11,105.00,29.56,8433.77,510.17,0.51,15843.53
2013/12/12,103.00,29.59,8361.33,505.84,0.51,15739.43
2013/12/13,102.50,29.62,8376.94,505.52,0.51,15755.36
2013/12/16,102.00,29.63,8313.87,512.15,0.51,15884.57
2013/12/17,103.50,29.60,8352.93,517.18,0.51,15875.26
2013/12/18,101.00,29.65,8349.04,521.07,0.51,16167.97
2013/12/19,102.50,29.83,8407.40,517.78,0.51,16179.08
2013/12/20,102.00,29.88,8408.53,522.09,0.51,16221.14
2013/12/23,104.00,29.95,8456.46,526.65,0.51,16294.61
2013/12/24,103.00,30.03,8450.49,528.35,0.51,16357.55
2013/12/25,103.00,29.98,8467.76,529.83,0.51,16479.88
2013/12/26,104.00,29.98,8485.89,529.83,0.51,16479.88
2013/12/27,104.50,29.98,8535.04,529.96,0.51,16478.41
2013/12/30,106.00,29.91,8623.43,531.57,0.51,16504.29
2013/12/31,105.50,29.82,8611.51,535.03,0.51,16576.66
2014/1/2,104.50,29.90,8612.54,527.75,0.51,16441.35
2014/1/3,102.50,29.95,8546.54,526.68,0.51,16469.99
2014/1/6,102.50,30.02,8500.01,523.77,0.51,16425.10
2014/1/7,102.00,30.08,8512.30,527.43,0.50,16530.94
2014/1/8,104.00,30.09,8556.01,535.76,0.51,16462.74
2014/1/9,101.00,30.04,8514.68,531.49,0.50,16444.76
2014/1/10,102.00,29.99,8529.35,533.70,0.50,16437.05
2014/1/13,103.00,30.00,8566.20,527.66,0.50,16257.94
2014/1/14,103.50,30.04,8548.14,539.61,0.50,16373.86
2014/1/15,105.00,30.08,8602.55,544.21,0.50,16481.94
2014/1/16,107.00,30.06,8612.11,541.05,0.50,16417.01
2014/1/17,107.50,30.11,8596.00,538.14,0.50,16458.56
2014/1/20,107.50,30.10,8621.56,541.50,0.50,16414.44
2014/1/21,106.50,30.23,8599.90,541.50,0.50,16414.44
2014/1/22,107.50,30.23,8625.30,547.47,0.51,16373.34
2014/1/23,107.50,30.20,8595.10,541.49,0.51,16197.35
2014/1/24,108.00,30.23,8598.31,528.89,0.51,15879.11
2014/1/27,105.00,30.34,8462.57,525.27,0.51,15837.88
2014/2/5,100.50,30.31,8264.48,518.46,0.51,15440.23
2014/2/6,102.00,30.30,8311.01,526.67,0.51,15628.53
2014/2/7,104.00,30.30,8387.35,535.31,0.51,15794.08
2014/2/10,103.00,30.32,8391.95,538.04,0.50,15801.79
2014/2/11,104.50,30.31,8430.56,544.86,0.50,15994.77
2014/2/12,105.00,30.27,8510.87,549.48,0.50,15963.94
